43.6452216,-79.4441096,43.6452216,-79.4441096
43.6452216,-79.4441096,43.6452216,-79.4441096
43.6452216,-79.4441096,43.6452216,-79.4441096
43.6452216,-79.4441096,43.6451416,-79.4441695
43.6451416,-79.4441695,43.6450903,-79.4441855
43.6450903,-79.4441855,43.6450541,-79.4441854
43.6450541,-79.4441854,43.6450541,-79.4441854
43.6450541,-79.4441854,43.6450604,-79.4441707
43.6450604,-79.4441707,43.6450604,-79.4441707
43.6450604,-79.4441707,43.645064,-79.444149
43.645064,-79.444149,43.645064,-79.444149
43.645064,-79.444149,43.645064,-79.444149
43.645064,-79.444149,43.6450908,-79.4441448
43.6450908,-79.4441448,43.6450908,-79.4441448
43.6450908,-79.4441448,43.6451513,-79.4441855
43.6451513,-79.4441855,43.6451513,-79.4441855
43.6451513,-79.4441855,43.6452258,-79.4442519
43.6452258,-79.4442519,43.6452258,-79.4442519
43.6452258,-79.4442519,43.6452258,-79.4442519
43.6452258,-79.4442519,43.6453105,-79.4443268
43.6453105,-79.4443268,43.6453105,-79.4443268
43.6453105,-79.4443268,43.6453502,-79.4444244
43.6453502,-79.4444244,43.6453502,-79.4444244
43.6453502,-79.4444244,43.6453502,-79.4444244
43.6453502,-79.4444244,43.645368,-79.4444974
43.645368,-79.4444974,43.645368,-79.4444974
43.645368,-79.4444974,43.6453751,-79.4445747
43.6453751,-79.4445747,43.6453751,-79.4445747
43.6453751,-79.4445747,43.6453751,-79.4445747
43.6453751,-79.4445747,43.6453751,-79.4446508
43.6453751,-79.4446508,43.6453751,-79.4446508
43.6453751,-79.4446508,43.645369,-79.4447288
43.645369,-79.4447288,43.645369,-79.4447288
43.645369,-79.4447288,43.645369,-79.4447288
43.645369,-79.4447288,43.6453592,-79.4448161
43.6453592,-79.4448161,43.6453592,-79.4448161
43.6453592,-79.4448161,43.6453489,-79.4449123
43.6453489,-79.4449123,43.6453489,-79.4449123
43.6453489,-79.4449123,43.6453489,-79.4449123
43.6453489,-79.4449123,43.6453346,-79.4449982
43.6453346,-79.4449982,43.6453346,-79.4449982
43.6453346,-79.4449982,43.6453129,-79.4450803
43.6453129,-79.4450803,43.6453129,-79.4450803
43.6453129,-79.4450803,43.6453129,-79.4450803
43.6453129,-79.4450803,43.6452894,-79.4451743
43.6452894,-79.4451743,43.6452894,-79.4451743
43.6452894,-79.4451743,43.6452758,-79.4452933
43.6452758,-79.4452933,43.6452758,-79.4452933
43.6452758,-79.4452933,43.6452758,-79.4452933
43.6452758,-79.4452933,43.6452746,-79.4453978
43.6452746,-79.4453978,43.6452746,-79.4453978
43.6452746,-79.4453978,43.6452476,-79.4454857
43.6452476,-79.4454857,43.6452476,-79.4454857
43.6452476,-79.4454857,43.6452476,-79.4454857
43.6452476,-79.4454857,43.6452266,-79.4455615
43.6452266,-79.4455615,43.6452266,-79.4455615
43.6452266,-79.4455615,43.6452037,-79.4456306
43.6452037,-79.4456306,43.6452037,-79.4456306
43.6452037,-79.4456306,43.6452037,-79.4456306
43.6452037,-79.4456306,43.645172,-79.4457124
43.645172,-79.4457124,43.645172,-79.4457124
43.645172,-79.4457124,43.6451362,-79.4457907
43.6451362,-79.4457907,43.6451362,-79.4457907
43.6451362,-79.4457907,43.6451362,-79.4457907
43.6451362,-79.4457907,43.645109,-79.4458863
43.645109,-79.4458863,43.645109,-79.4458863
43.645109,-79.4458863,43.6450953,-79.445967
43.6450953,-79.445967,43.6450953,-79.445967
43.6450953,-79.445967,43.6450953,-79.445967
43.6450953,-79.445967,43.6450865,-79.4459876
43.6450865,-79.4459876,43.6450865,-79.4459876
43.6450865,-79.4459876,43.6450811,-79.445982
